iso_code,wb_country_name,wb_region,income_group,lending_type,gdp_per_capita_ppp_2021,gdp_per_capita_ppp_2021_year,gdp_per_capita_ppp_2021_lag,urban_population_pct,urban_population_pct_year,urban_population_pct_lag,population_age_65plus_pct,population_age_65plus_pct_year,population_age_65plus_pct_lag,health_expenditure_per_capita_usd,health_expenditure_per_capita_usd_year,health_expenditure_per_capita_usd_lag,uhc_service_coverage_index,uhc_service_coverage_index_year,uhc_service_coverage_index_lag,manufacturing_value_added_pct_gdp,manufacturing_value_added_pct_gdp_year,manufacturing_value_added_pct_gdp_lag,pm25_mean_annual_ug_m3,pm25_mean_annual_ug_m3_year,pm25_mean_annual_ug_m3_lag,log_gdp_per_capita_ppp,log_health_expenditure_per_capita
BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,57572.997981018,2022.0,0.0,100.0,2022,0,3.49895236846893,2022,0,1178.80664063,2022.0,0.0,,,,20.9350892016844,2022.0,0.0,62.6696652208807,2022.0,0.0,10.96082632082086,7.073105840159678
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD,19298.117076437,2022.0,0.0,51.0215287060993,2022,0,21.1032694063471,2022,0,667.29681396,2022.0,0.0,,,,14.3713830291935,2022.0,0.0,27.1094617563555,2022.0,0.0,9.867814626511665,6.504732407125741
BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD,26537.5083081674,2022.0,0.0,78.4732787892908,2022,0,16.5067849004664,2022,0,529.01873779,2022.0,0.0,,,,23.9940952095839,2022.0,0.0,11.3970306974406,2022.0,0.0,10.18635210088715,6.272912360241973
BLZ,Belize,Latin America & Caribbean ,Upper middle income,Blend,12565.3645829576,2022.0,0.0,42.1373251262137,2022,0,4.70833033299978,2022,0,298.01553345,2022.0,0.0,,,,6.69017982776567,2022.0,0.0,16.0563950590085,2022.0,0.0,9.438779045987626,5.700495523379055
BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD,18554.0461828566,2022.0,0.0,87.349556243881,2022,0,10.251784783293,2022,0,871.27526855,2022.0,0.0,,,,13.0740816282273,2022.0,0.0,14.946073685839,2022.0,0.0,9.828497062462585,6.771105049036788
BRB,Barbados,Latin America & Caribbean ,High income,IBRD,20494.5343836936,2022.0,0.0,59.3538514107686,2022,0,15.6987864748263,2022,0,1302.0592041,2022.0,0.0,,,,5.15242843434544,2022.0,0.0,10.7984053903982,2022.0,0.0,9.927962306455248,7.172470012853947
BTN,Bhutan,South Asia,Lower middle income,IDA,14061.3120274588,2022.0,0.0,40.9365143617581,2022,0,6.24575417667363,2022,0,138.00679016,2022.0,0.0,,,,8.72709229133396,2022.0,0.0,25.657638995936,2022.0,0.0,9.551253591921174,4.934522782009508
CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA,1136.80171107045,2022.0,0.0,43.2751967457285,2022,0,2.14369661121692,2022,0,47.91523361,2022.0,0.0,,,,18.3417721525793,2022.0,0.0,32.636811446638,2022.0,0.0,7.036853356156557,3.890088873733621
CAN,Canada,North America,High income,Not classified,58583.1299860138,2022.0,0.0,82.3500897353968,2022,0,18.9407471303288,2022,0,6252.34033203,2022.0,0.0,,,,9.32446695410476,2022.0,0.0,6.38948485769886,2022.0,0.0,10.978219119535622,8.740871053086043
CHE,Switzerland,Europe & Central Asia,High income,Not classified,85762.2829174304,2022.0,0.0,84.9206266284521,2022,0,19.2186649457438,2022,0,10930.13964844,2022.0,0.0,,,,19.9238153481674,2022.0,0.0,10.174784111954,2022.0,0.0,11.359346255859158,9.299370843661869
CHL,Chile,Latin America & Caribbean ,High income,IBRD,29560.4513805785,2022.0,0.0,88.6395352768685,2022,0,13.300080015705,2022,0,1541.37927246,2022.0,0.0,,,,9.50169647954698,2022.0,0.0,29.1705232939256,2022.0,0.0,10.294226473335096,7.34108148526754
CHN,China,East Asia & Pacific,Upper middle income,IBRD,21499.3125559757,2022.0,0.0,65.2176361083984,2022,0,13.781930345649,2022,0,755.43597412,2022.0,0.0,,,,25.9806695043084,2022.0,0.0,31.8957749766111,2022.0,0.0,9.975822751497327,6.628617895304356
CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,Blend,6272.26395760029,2022.0,0.0,52.8492549676673,2022,0,2.53282102103497,2022,0,84.89915466,2022.0,0.0,,,,12.8110776060833,2022.0,0.0,21.8306712275434,2022.0,0.0,8.744052065579128,4.453173987963906
CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend,4843.65038202917,2022.0,0.0,54.8458745688318,2022,0,2.76317198222408,2022,0,72.12950897,2022.0,0.0,,,,13.3641819102017,2022.0,0.0,56.6299237952112,2022.0,0.0,8.485630361149273,4.292231964779257
COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA,1484.33841881449,2022.0,0.0,44.003287663813,2022,0,3.06604683841811,2022,0,24.3800106,2022.0,0.0,,,,9.48948032952368,2022.0,0.0,36.8333103350476,2022.0,0.0,7.303397916731055,3.2339618799378487
COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend,6205.1050414034,2022.0,0.0,63.6422003342807,2022,0,2.84985975386671,2022,0,53.11892319,2022.0,0.0,,,,12.8531970155196,2020.0,2.0,37.5746809256317,2022.0,0.0,8.733288770647135,3.9911839063936325
COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD,18458.7209460704,2022.0,0.0,78.0464633137335,2022,0,9.00655628107831,2022,0,507.07064819,2022.0,0.0,,,,11.1476678003017,2022.0,0.0,18.8527177779036,2022.0,0.0,9.823346391261675,6.230620509149131
COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA,3465.8402271705,2022.0,0.0,32.7746035528748,2022,0,4.45529065390536,2022,0,124.14363861,2022.0,0.0,,,,7.50072769002747,2022.0,0.0,12.0356986217286,2022.0,0.0,8.150998860738069,4.829462186462037
CRI,Costa Rica,Latin America & Caribbean ,High income,IBRD,25290.0087466975,2022.0,0.0,78.4405687613972,2022,0,11.2620626162428,2022,0,978.84155273,2022.0,0.0,,,,14.1335020327695,2022.0,0.0,18.2413082350632,2022.0,0.0,10.13820422604519,6.887390877705099
CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified,,,,77.1056060791016,2022,0,15.8758777267623,2022,0,1199.35327148,2020.0,2.0,,,,10.7402861822829,2022.0,0.0,9.40611001829951,2022.0,0.0,,7.090371185351005
CYP,Cyprus,Europe & Central Asia,High income,Not classified,50840.9140625,2022.0,0.0,66.6694829407584,2022,0,14.0779422699926,2022,0,2748.6159668,2022.0,0.0,,,,4.29843767661889,2022.0,0.0,21.3967671637857,2022.0,0.0,10.836476373345677,7.919216532472503
CZE,Czechia,Europe & Central Asia,High income,Not classified,48390.661678675,2022.0,0.0,72.6967638379524,2022,0,20.5183106530339,2022,0,2431.08496094,2022.0,0.0,,,,19.3950613571424,2022.0,0.0,12.8501106624388,2022.0,0.0,10.787082798496709,7.796504177072898
DEU,Germany,Europe & Central Asia,High income,Not classified,63777.9291029299,2022.0,0.0,81.7867852780995,2022,0,22.4589063795192,2022,0,6226.14208984,2022.0,0.0,,,,18.3217735042199,2022.0,0.0,9.64877683820048,2022.0,0.0,11.063178149939077,8.73667277295803
DJI,Djibouti,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IDA,6180.67998594606,2022.0,0.0,72.6109938538856,2022,0,4.62735776047053,2022,0,79.13184357,2022.0,0.0,,,,5.02666091887994,2022.0,0.0,39.044711370559,2022.0,0.0,8.729345355895383,4.3836733227635545
DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend,17550.8009946466,2022.0,0.0,72.682648635692,2022,0,12.585576081345,2022,0,542.53948975,2022.0,0.0,,,,3.95180321827055,2022.0,0.0,11.1561568187343,2022.0,0.0,9.772911844406444,6.298102362155453
DNK,Denmark,Europe & Central Asia,High income,Not classified,69089.4692492289,2022.0,0.0,88.3880239837703,2022,0,20.4007400764725,2022,0,6451.19433594,2022.0,0.0,,,,12.8241154699449,2022.0,0.0,8.20415192314087,2022.0,0.0,11.143172073314298,8.772175559054977
DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,IBRD,14782.2002970247,2022.0,0.0,74.1795862354514,2022,0,6.18696352392874,2022,0,180.33454895,2022.0,0.0,,,,10.2173706724576,2022.0,0.0,19.1821741766237,2022.0,0.0,9.60124669995526,5.200343661933745
ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD,14186.6388544625,2022.0,0.0,63.0901835932266,2022,0,7.85040162653543,2022,0,495.30380249,2022.0,0.0,,,,12.8847307909688,2022.0,0.0,19.8012550282051,2022.0,0.0,9.560126361274543,6.2071882442404505
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,16360.390775011,2022.0,0.0,42.6325129008032,2022,0,4.82840349955892,2022,0,171.67852783,2022.0,0.0,,,,15.9705322282435,2022.0,0.0,42.2068092839445,2022.0,0.0,9.702679617241028,5.151431645228188
ESP,Spain,Europe & Central Asia,High income,Not classified,46733.4809780536,2022.0,0.0,79.9548794567814,2022,0,20.1879992491906,2022,0,2948.61474609,2022.0,0.0,,,,11.0279875249207,2022.0,0.0,11.9338447646942,2022.0,0.0,10.75223752191799,7.989429846259893
EST,Estonia,Europe & Central Asia,High income,Not classified,43124.6196563775,2022.0,0.0,70.4892333736738,2022,0,20.6300461857585,2022,0,1998.74523926,2022.0,0.0,,,,11.9959443459942,2022.0,0.0,6.63187069919039,2022.0,0.0,10.671872523073967,7.600775071058514
ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA,2655.59276743639,2022.0,0.0,22.7367687225342,2022,0,3.12441623217276,2022,0,27.06845474,2022.0,0.0,,,,4.24106228559317,2022.0,0.0,23.5261339843168,2022.0,0.0,7.884799666205948,3.3346463386269076
FIN,Finland,Europe & Central Asia,High income,Not classified,57068.3056478074,2022.0,0.0,73.6967597835949,2022,0,23.2287672110978,2022,0,4902.0390625,2022.0,0.0,,,,15.7551618539463,2022.0,0.0,5.11856750896099,2022.0,0.0,10.952021696780857,8.497610508680479
FJI,Fiji,East Asia & Pacific,Upper middle income,Blend,12118.3182710082,2022.0,0.0,58.1352701465266,2022,0,6.20928148336672,2022,0,217.15068054,2022.0,0.0,,,,11.7043702034075,2022.0,0.0,7.3625428766382,2022.0,0.0,9.402556009774662,5.3851860191613605
FRA,France,Europe & Central Asia,High income,Not classified,53673.8137406422,2022.0,0.0,78.7591921123356,2022,0,21.3773491158756,2022,0,4857.73388672,2022.0,0.0,,,,9.3013624882498,2022.0,0.0,10.3836622746905,2022.0,0.0,10.890699152608539,8.488533165818254
GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD,18662.0497970472,2022.0,0.0,91.2243355459988,2022,0,4.01133890116906,2022,0,243.09941101,2022.0,0.0,,,,20.8000410208541,2022.0,0.0,32.1853662714696,2022.0,0.0,9.834300901402642,5.497575564491456
GBR,United Kingdom,Europe & Central Asia,High income,Not classified,53979.7679116234,2022.0,0.0,83.0753982997505,2022,0,18.9303147227989,2022,0,5111.81738281,2022.0,0.0,,,,7.9613351523025,2022.0,0.0,10.016644435978,2022.0,0.0,10.896383112325262,8.539505878191425
GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD,20966.5280391134,2022.0,0.0,60.0101622679115,2022,0,15.086921296037,2022,0,546.22503662,2022.0,0.0,,,,9.72325569585506,2022.0,0.0,19.351565028902,2022.0,0.0,9.950730236123126,6.304860119318673
GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA,6728.45413832472,2022.0,0.0,57.250609602871,2022,0,3.56150287042033,2022,0,82.32108307,2022.0,0.0,,,,11.4844320300242,2022.0,0.0,30.0880306483719,2022.0,0.0,8.814249310630817,4.422701615228113
GIN,Guinea,Sub-Saharan Africa ,Lower middle income,IDA,3792.01068836277,2022.0,0.0,37.2384967469106,2022,0,3.43104090696519,2022,0,53.2922287,2022.0,0.0,,,,12.7453563521224,2022.0,0.0,27.6046011191563,2022.0,0.0,8.240915359602875,3.994381098833831
GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA,2863.18049829859,2022.0,0.0,63.2869880996278,2022,0,2.88979203252834,2022,0,29.57811737,2022.0,0.0,,,,1.43076291164454,2022.0,0.0,36.1413467657693,2022.0,0.0,7.96003754924361,3.4202846345115905
GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA,2600.802474483,2022.0,0.0,45.1627159118652,2022,0,3.09029227334318,2022,0,68.01049042,2022.0,0.0,,,,7.00649344964373,2022.0,0.0,31.6464547644496,2022.0,0.0,7.863959743232807,4.234258528113563
GRC,Greece,Europe & Central Asia,High income,Not classified,35828.1756641776,2022.0,0.0,78.5502190980809,2022,0,23.2281742678017,2022,0,1768.11071777,2022.0,0.0,,,,9.72102945141494,2022.0,0.0,16.3030538124793,2022.0,0.0,10.48651780317354,7.478232279974005
GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD,12144.4800461597,2022.0,0.0,55.2581228215265,2022,0,4.62989239560537,2022,0,384.06158447,2022.0,0.0,,,,14.0877396415755,2022.0,0.0,28.3120937251037,2022.0,0.0,9.404712366893065,5.953403281157939
GUY,Guyana,Latin America & Caribbean ,High income,IDA,37068.1993827588,2022.0,0.0,26.4536735068183,2022,0,6.22245590205894,2022,0,452.23754883,2022.0,0.0,,,,1.86702615759206,2022.0,0.0,17.5047665611304,2022.0,0.0,10.520541698467762,6.116416378391661
HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA,6352.58710177732,2022.0,0.0,57.8364689017254,2022,0,4.16665073884696,2022,0,244.90408325,2022.0,0.0,,,,16.219500578367,2022.0,0.0,29.6637651594529,2022.0,0.0,8.75677483030966,5.504941554411649
HRV,Croatia,Europe & Central Asia,High income,IBRD,39863.9109377649,2022.0,0.0,56.9977571733605,2022,0,22.4847051223347,2022,0,1328.80371094,2022.0,0.0,,,,12.2757457885318,2022.0,0.0,16.8333506097167,2022.0,0.0,10.59325179083815,7.192786624564551
HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA,3029.77866381702,2022.0,0.0,53.8524949966907,2022,0,4.54071966651153,2022,0,52.28417587,2022.0,0.0,,,,20.0720393631843,2022.0,0.0,14.6394225854133,2022.0,0.0,8.016574850246581,3.9756393990993386
HUN,Hungary,Europe & Central Asia,High income,Not classified,40610.9711368238,2022.0,0.0,70.1585064243445,2022,0,20.6075593133653,2022,0,1228.00231934,2022.0,0.0,,,,16.7771082108585,2022.0,0.0,13.9643061911554,2022.0,0.0,10.611818157715252,7.113957996740821
IND,India,South Asia,Lower middle income,IBRD,8347.38478647086,2022.0,0.0,34.7555673994206,2022,0,6.69899975408181,2022,0,81.50888824,2022.0,0.0,,,,13.3327202623974,2022.0,0.0,50.6577446303517,2022.0,0.0,9.029823360387208,4.412906023779928
IRL,Ireland,Europe & Central Asia,High income,Not classified,123007.47648651,2022.0,0.0,63.8920250215059,2022,0,15.16194031114,2022,0,6407.92333984,2022.0,0.0,,,,37.0980377487837,2022.0,0.0,8.10103504227002,2022.0,0.0,11.720008546504529,8.76544657010331
IRQ,Iraq,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,IBRD,13433.3977166956,2022.0,0.0,69.8682861328125,2022,0,3.39760558019799,2022,0,283.17074585,2022.0,0.0,,,,2.24623679872033,2022.0,0.0,59.5284377287451,2022.0,0.0,9.505573690621247,5.649575275283892
ISL,Iceland,Europe & Central Asia,High income,Not classified,66581.2441801002,2022.0,0.0,94.1787071228028,2022,0,15.1109948456115,2022,0,6851.62939453,2022.0,0.0,,,,9.85678509406482,2022.0,0.0,4.87771243846275,2022.0,0.0,11.106193217080943,8.83238771081953
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,48132.3637205177,2022.0,0.0,91.4979834273327,2022,0,12.3030366078735,2022,0,4107.72998047,2022.0,0.0,,,,12.0735689690971,2022.0,0.0,23.0791533108637,2022.0,0.0,10.781730848085248,8.320869252552807
ITA,Italy,Europe & Central Asia,High income,Not classified,52333.3274270604,2022.0,0.0,69.4839779766539,2022,0,23.929189689659,2022,0,3154.57104492,2022.0,0.0,,,,15.3822538780623,2022.0,0.0,16.2350417959884,2022.0,0.0,10.865407790903461,8.05692475540244
JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD,11096.6377085321,2022.0,0.0,57.9879906034775,2022,0,7.53711329893799,2022,0,521.12023926,2022.0,0.0,,,,8.13650312593322,2022.0,0.0,20.7985769822432,2022.0,0.0,9.314487545600075,6.25789790476763
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,IBRD,10158.4738771524,2022.0,0.0,92.4048379066163,2022,0,4.14208054031429,2022,0,334.387146,2022.0,0.0,,,,15.6966755214311,2022.0,0.0,33.3041989417809,2022.0,0.0,9.226161936046806,5.815285524265921
JPN,Japan,East Asia & Pacific,High income,Not classified,46819.360613609,2022.0,0.0,91.9776532428406,2022,0,29.4026473056942,2022,0,4201.79248047,2022.0,0.0,,,,18.8237454364041,2022.0,0.0,12.4368126972419,2022.0,0.0,10.75407344314273,8.343504459641515
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD,33506.2614893237,2022.0,0.0,61.444157327248,2022,0,7.98541663578261,2022,0,421.60028076,2022.0,0.0,,,,13.4242966658263,2022.0,0.0,18.9935714383546,2022.0,0.0,10.419517455199248,6.046426769545199
KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend,5491.69378280246,2022.0,0.0,31.4307820066946,2022,0,2.86391987696116,2022,0,91.18416595,2022.0,0.0,,,,7.74068726212304,2022.0,0.0,20.77459729359,2022.0,0.0,8.611174084984134,4.523788379914033
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA,6139.77788825006,2022.0,0.0,34.7003053497743,2022,0,5.19936059005824,2022,0,88.07954407,2022.0,0.0,,,,13.6430601739162,2022.0,0.0,18.6929404908521,2022.0,0.0,8.72270670501385,4.489529724167717
KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA,6458.3681488084,2022.0,0.0,40.374616187368,2022,0,5.7669541078253,2022,0,103.89541626,2022.0,0.0,,,,27.1223298665315,2022.0,0.0,19.8334520389805,2022.0,0.0,8.773286782210977,4.652963818165368
KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD,29749.8700864823,2022.0,0.0,31.6156404983167,2022,0,10.2356051766771,2022,0,1161.22058105,2022.0,0.0,,,,4.40400624938676,2022.0,0.0,8.26569398930937,2022.0,0.0,10.30061365715055,7.058087748183227
KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified,53228.6035655365,2022.0,0.0,81.1624941626873,2022,0,17.4846463366305,2022,0,3078.55151367,2022.0,0.0,,,,26.4977408590265,2022.0,0.0,23.4407513786108,2022.0,0.0,10.8823699785632,8.032539252920294
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,51379.8833194119,2022.0,0.0,100.0,2022,0,2.74657831156504,2022,0,1683.39929199,2022.0,0.0,,,,7.8743575039131,2022.0,0.0,74.5017071155815,2022.0,0.0,10.847021462408113,7.429164275954034
LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA,8183.03286472653,2022.0,0.0,38.0682382805397,2022,0,4.41710766922774,2022,0,41.34779739,2022.0,0.0,,,,8.80581309491413,2022.0,0.0,25.3425878362043,2022.0,0.0,9.009940323352447,3.745916410064285
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,11474.7505845558,2022.0,0.0,90.206313713022,2022,0,9.51346669072451,2022,0,230.39093018,2022.0,0.0,,,,1.42682987688995,2021.0,1.0,27.98267173145,2022.0,0.0,9.347991443208384,5.444108618572228
LBR,Liberia,Sub-Saharan Africa ,Low income,IDA,1578.99837069175,2022.0,0.0,54.4591057083,2022,0,3.2525393175955,2022,0,100.49607086,2022.0,0.0,,,,,,,18.0264041675687,2022.0,0.0,7.365179094812728,4.620020086993645
LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend,22811.2524480383,2022.0,0.0,29.097678526676,2022,0,9.00319385169565,2022,0,622.07244873,2022.0,0.0,,,,2.28778517489663,2022.0,0.0,10.5002168552844,2022.0,0.0,10.035053058673126,6.434662802122593
LIE,Liechtenstein,Europe & Central Asia,High income,Not classified,,,,14.6923070071538,2022,0,19.6263702724012,2022,0,10591.59277344,2022.0,0.0,,,,34.6010660800406,2022.0,0.0,,,,,9.267910240870668
LKA,Sri Lanka,South Asia,Upper middle income,IDA,13249.0650505201,2022.0,0.0,19.9877933196367,2022,0,11.3824347880542,2022,0,130.09327698,2022.0,0.0,,,,19.6510544330762,2022.0,0.0,24.0274945850207,2022.0,0.0,9.491757740875531,4.875909107837621
LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA,2577.54544127769,2022.0,0.0,41.6703965165322,2022,0,3.7929706372461,2022,0,133.32562256,2022.0,0.0,,,,16.282824396699,2022.0,0.0,30.7558120221266,2022.0,0.0,7.854980736480071,4.900266871333346
LTU,Lithuania,Europe & Central Asia,High income,Not classified,46642.5947251086,2022.0,0.0,68.2866452426813,2022,0,19.8607556942966,2022,0,1831.27734375,2022.0,0.0,,,,16.1675970699657,2022.0,0.0,11.0994312721468,2022.0,0.0,10.7502908919203,7.513314922285817
LUX,Luxembourg,Europe & Central Asia,High income,Not classified,132570.832272626,2022.0,0.0,94.7605400940185,2022,0,14.8424375777289,2022,0,7022.62695313,2022.0,0.0,,,,3.91238139846512,2022.0,0.0,9.07553744912506,2022.0,0.0,11.794879907868282,8.857035023587066
LVA,Latvia,Europe & Central Asia,High income,Not classified,37718.7097958367,2022.0,0.0,68.2570218109034,2022,0,21.0117630297337,2022,0,1642.47131348,2022.0,0.0,,,,11.9852535721668,2022.0,0.0,13.9221548814057,2022.0,0.0,10.53793804307614,7.4045659384219755
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,8690.4482421875,2022.0,0.0,62.5118468550703,2022,0,7.5098132650741,2022,0,201.81098938,2022.0,0.0,,,,16.0498493107438,2022.0,0.0,21.3232528983588,2022.0,0.0,9.070094860551919,5.312274458513197
